W_A,C_A,SM_A,SM_F,SM_C,SN_A,SN_F,SN_C,C,AlternativeID
50,30,80,3,3,80,3,3,50,51837
50,30,80,3,3,80,3,3,250,51838
50,30,80,3,3,80,3,3,1250,51839
50,30,80,3,3,80,3,3,3500,51840
50,50,10,1,1,10,1,1,50,51841
50,50,10,1,1,10,1,1,250,51842
50,50,10,1,1,10,1,1,1250,51843
50,50,10,1,1,10,1,1,3500,51844
50,50,10,1,1,10,1,2,50,51845
50,50,10,1,1,10,1,2,250,51846
50,50,10,1,1,10,1,2,1250,51847
50,50,10,1,1,10,1,2,3500,51848
50,50,10,1,1,10,1,3,50,51849
50,50,10,1,1,10,1,3,250,51850
50,50,10,1,1,10,1,3,1250,51851
50,50,10,1,1,10,1,3,3500,51852
50,50,10,1,1,10,2,1,50,51853
50,50,10,1,1,10,2,1,250,51854
50,50,10,1,1,10,2,1,1250,51855
50,50,10,1,1,10,2,1,3500,51856
50,50,10,1,1,10,2,2,50,51857
50,50,10,1,1,10,2,2,250,51858
50,50,10,1,1,10,2,2,1250,51859
50,50,10,1,1,10,2,2,3500,51860
50,50,10,1,1,10,2,3,50,51861
50,50,10,1,1,10,2,3,250,51862
50,50,10,1,1,10,2,3,1250,51863
50,50,10,1,1,10,2,3,3500,51864
50,50,10,1,1,10,3,1,50,51865
50,50,10,1,1,10,3,1,250,51866
50,50,10,1,1,10,3,1,1250,51867
50,50,10,1,1,10,3,1,3500,51868
50,50,10,1,1,10,3,2,50,51869
50,50,10,1,1,10,3,2,250,51870
50,50,10,1,1,10,3,2,1250,51871
50,50,10,1,1,10,3,2,3500,51872
50,50,10,1,1,10,3,3,50,51873
50,50,10,1,1,10,3,3,250,51874
50,50,10,1,1,10,3,3,1250,51875
50,50,10,1,1,10,3,3,3500,51876
50,50,10,1,1,30,1,1,50,51877
50,50,10,1,1,30,1,1,250,51878
50,50,10,1,1,30,1,1,1250,51879
50,50,10,1,1,30,1,1,3500,51880
50,50,10,1,1,30,1,2,50,51881
50,50,10,1,1,30,1,2,250,51882
50,50,10,1,1,30,1,2,1250,51883
50,50,10,1,1,30,1,2,3500,51884
50,50,10,1,1,30,1,3,50,51885
50,50,10,1,1,30,1,3,250,51886
50,50,10,1,1,30,1,3,1250,51887
50,50,10,1,1,30,1,3,3500,51888
50,50,10,1,1,30,2,1,50,51889
50,50,10,1,1,30,2,1,250,51890
50,50,10,1,1,30,2,1,1250,51891
50,50,10,1,1,30,2,1,3500,51892
50,50,10,1,1,30,2,2,50,51893
50,50,10,1,1,30,2,2,250,51894
50,50,10,1,1,30,2,2,1250,51895
50,50,10,1,1,30,2,2,3500,51896
50,50,10,1,1,30,2,3,50,51897
50,50,10,1,1,30,2,3,250,51898
50,50,10,1,1,30,2,3,1250,51899
50,50,10,1,1,30,2,3,3500,51900
50,50,10,1,1,30,3,1,50,51901
50,50,10,1,1,30,3,1,250,51902
50,50,10,1,1,30,3,1,1250,51903
50,50,10,1,1,30,3,1,3500,51904
50,50,10,1,1,30,3,2,50,51905
50,50,10,1,1,30,3,2,250,51906
50,50,10,1,1,30,3,2,1250,51907
50,50,10,1,1,30,3,2,3500,51908
50,50,10,1,1,30,3,3,50,51909
50,50,10,1,1,30,3,3,250,51910
50,50,10,1,1,30,3,3,1250,51911
50,50,10,1,1,30,3,3,3500,51912
50,50,10,1,1,50,1,1,50,51913
50,50,10,1,1,50,1,1,250,51914
50,50,10,1,1,50,1,1,1250,51915
50,50,10,1,1,50,1,1,3500,51916
50,50,10,1,1,50,1,2,50,51917
50,50,10,1,1,50,1,2,250,51918
50,50,10,1,1,50,1,2,1250,51919
50,50,10,1,1,50,1,2,3500,51920
50,50,10,1,1,50,1,3,50,51921
50,50,10,1,1,50,1,3,250,51922
50,50,10,1,1,50,1,3,1250,51923
50,50,10,1,1,50,1,3,3500,51924
50,50,10,1,1,50,2,1,50,51925
50,50,10,1,1,50,2,1,250,51926
50,50,10,1,1,50,2,1,1250,51927
50,50,10,1,1,50,2,1,3500,51928
50,50,10,1,1,50,2,2,50,51929
50,50,10,1,1,50,2,2,250,51930
50,50,10,1,1,50,2,2,1250,51931
50,50,10,1,1,50,2,2,3500,51932
50,50,10,1,1,50,2,3,50,51933
50,50,10,1,1,50,2,3,250,51934
50,50,10,1,1,50,2,3,1250,51935
50,50,10,1,1,50,2,3,3500,51936
50,50,10,1,1,50,3,1,50,51937
50,50,10,1,1,50,3,1,250,51938
50,50,10,1,1,50,3,1,1250,51939
50,50,10,1,1,50,3,1,3500,51940
50,50,10,1,1,50,3,2,50,51941
50,50,10,1,1,50,3,2,250,51942
50,50,10,1,1,50,3,2,1250,51943
50,50,10,1,1,50,3,2,3500,51944
50,50,10,1,1,50,3,3,50,51945
50,50,10,1,1,50,3,3,250,51946
50,50,10,1,1,50,3,3,1250,51947
50,50,10,1,1,50,3,3,3500,51948
50,50,10,1,1,80,1,1,50,51949
50,50,10,1,1,80,1,1,250,51950
50,50,10,1,1,80,1,1,1250,51951
50,50,10,1,1,80,1,1,3500,51952
50,50,10,1,1,80,1,2,50,51953
50,50,10,1,1,80,1,2,250,51954
50,50,10,1,1,80,1,2,1250,51955
50,50,10,1,1,80,1,2,3500,51956
50,50,10,1,1,80,1,3,50,51957
50,50,10,1,1,80,1,3,250,51958
50,50,10,1,1,80,1,3,1250,51959
50,50,10,1,1,80,1,3,3500,51960
50,50,10,1,1,80,2,1,50,51961
50,50,10,1,1,80,2,1,250,51962
50,50,10,1,1,80,2,1,1250,51963
50,50,10,1,1,80,2,1,3500,51964
50,50,10,1,1,80,2,2,50,51965
50,50,10,1,1,80,2,2,250,51966
50,50,10,1,1,80,2,2,1250,51967
50,50,10,1,1,80,2,2,3500,51968
50,50,10,1,1,80,2,3,50,51969
50,50,10,1,1,80,2,3,250,51970
50,50,10,1,1,80,2,3,1250,51971
50,50,10,1,1,80,2,3,3500,51972
50,50,10,1,1,80,3,1,50,51973
50,50,10,1,1,80,3,1,250,51974
50,50,10,1,1,80,3,1,1250,51975
50,50,10,1,1,80,3,1,3500,51976
50,50,10,1,1,80,3,2,50,51977
50,50,10,1,1,80,3,2,250,51978
50,50,10,1,1,80,3,2,1250,51979
50,50,10,1,1,80,3,2,3500,51980
50,50,10,1,1,80,3,3,50,51981
50,50,10,1,1,80,3,3,250,51982
50,50,10,1,1,80,3,3,1250,51983
50,50,10,1,1,80,3,3,3500,51984
50,50,10,1,2,10,1,1,50,51985
50,50,10,1,2,10,1,1,250,51986
50,50,10,1,2,10,1,1,1250,51987
50,50,10,1,2,10,1,1,3500,51988
50,50,10,1,2,10,1,2,50,51989
50,50,10,1,2,10,1,2,250,51990
50,50,10,1,2,10,1,2,1250,51991
50,50,10,1,2,10,1,2,3500,51992
50,50,10,1,2,10,1,3,50,51993
50,50,10,1,2,10,1,3,250,51994
50,50,10,1,2,10,1,3,1250,51995
50,50,10,1,2,10,1,3,3500,51996
50,50,10,1,2,10,2,1,50,51997
50,50,10,1,2,10,2,1,250,51998
50,50,10,1,2,10,2,1,1250,51999
50,50,10,1,2,10,2,1,3500,52000
50,50,10,1,2,10,2,2,50,52001
50,50,10,1,2,10,2,2,250,52002
50,50,10,1,2,10,2,2,1250,52003
50,50,10,1,2,10,2,2,3500,52004
50,50,10,1,2,10,2,3,50,52005
50,50,10,1,2,10,2,3,250,52006
50,50,10,1,2,10,2,3,1250,52007
50,50,10,1,2,10,2,3,3500,52008
50,50,10,1,2,10,3,1,50,52009
50,50,10,1,2,10,3,1,250,52010
50,50,10,1,2,10,3,1,1250,52011
50,50,10,1,2,10,3,1,3500,52012
50,50,10,1,2,10,3,2,50,52013
50,50,10,1,2,10,3,2,250,52014
50,50,10,1,2,10,3,2,1250,52015
50,50,10,1,2,10,3,2,3500,52016
50,50,10,1,2,10,3,3,50,52017
50,50,10,1,2,10,3,3,250,52018
50,50,10,1,2,10,3,3,1250,52019
50,50,10,1,2,10,3,3,3500,52020
50,50,10,1,2,30,1,1,50,52021
50,50,10,1,2,30,1,1,250,52022
50,50,10,1,2,30,1,1,1250,52023
50,50,10,1,2,30,1,1,3500,52024
50,50,10,1,2,30,1,2,50,52025
50,50,10,1,2,30,1,2,250,52026
50,50,10,1,2,30,1,2,1250,52027
50,50,10,1,2,30,1,2,3500,52028
50,50,10,1,2,30,1,3,50,52029
50,50,10,1,2,30,1,3,250,52030
50,50,10,1,2,30,1,3,1250,52031
50,50,10,1,2,30,1,3,3500,52032
50,50,10,1,2,30,2,1,50,52033
50,50,10,1,2,30,2,1,250,52034
50,50,10,1,2,30,2,1,1250,52035
50,50,10,1,2,30,2,1,3500,52036
50,50,10,1,2,30,2,2,50,52037
50,50,10,1,2,30,2,2,250,52038
50,50,10,1,2,30,2,2,1250,52039
50,50,10,1,2,30,2,2,3500,52040
50,50,10,1,2,30,2,3,50,52041
50,50,10,1,2,30,2,3,250,52042
50,50,10,1,2,30,2,3,1250,52043
50,50,10,1,2,30,2,3,3500,52044
50,50,10,1,2,30,3,1,50,52045
50,50,10,1,2,30,3,1,250,52046
50,50,10,1,2,30,3,1,1250,52047
50,50,10,1,2,30,3,1,3500,52048
50,50,10,1,2,30,3,2,50,52049
50,50,10,1,2,30,3,2,250,52050
50,50,10,1,2,30,3,2,1250,52051
50,50,10,1,2,30,3,2,3500,52052
50,50,10,1,2,30,3,3,50,52053
50,50,10,1,2,30,3,3,250,52054
50,50,10,1,2,30,3,3,1250,52055
50,50,10,1,2,30,3,3,3500,52056
50,50,10,1,2,50,1,1,50,52057
50,50,10,1,2,50,1,1,250,52058
50,50,10,1,2,50,1,1,1250,52059
50,50,10,1,2,50,1,1,3500,52060
50,50,10,1,2,50,1,2,50,52061
50,50,10,1,2,50,1,2,250,52062
50,50,10,1,2,50,1,2,1250,52063
50,50,10,1,2,50,1,2,3500,52064
50,50,10,1,2,50,1,3,50,52065
50,50,10,1,2,50,1,3,250,52066
50,50,10,1,2,50,1,3,1250,52067
50,50,10,1,2,50,1,3,3500,52068
50,50,10,1,2,50,2,1,50,52069
50,50,10,1,2,50,2,1,250,52070
50,50,10,1,2,50,2,1,1250,52071
50,50,10,1,2,50,2,1,3500,52072
50,50,10,1,2,50,2,2,50,52073
50,50,10,1,2,50,2,2,250,52074
50,50,10,1,2,50,2,2,1250,52075
50,50,10,1,2,50,2,2,3500,52076
50,50,10,1,2,50,2,3,50,52077
50,50,10,1,2,50,2,3,250,52078
50,50,10,1,2,50,2,3,1250,52079
50,50,10,1,2,50,2,3,3500,52080
50,50,10,1,2,50,3,1,50,52081
50,50,10,1,2,50,3,1,250,52082
50,50,10,1,2,50,3,1,1250,52083
50,50,10,1,2,50,3,1,3500,52084
50,50,10,1,2,50,3,2,50,52085
50,50,10,1,2,50,3,2,250,52086
50,50,10,1,2,50,3,2,1250,52087
50,50,10,1,2,50,3,2,3500,52088
50,50,10,1,2,50,3,3,50,52089
50,50,10,1,2,50,3,3,250,52090
50,50,10,1,2,50,3,3,1250,52091
50,50,10,1,2,50,3,3,3500,52092
50,50,10,1,2,80,1,1,50,52093
50,50,10,1,2,80,1,1,250,52094
50,50,10,1,2,80,1,1,1250,52095
50,50,10,1,2,80,1,1,3500,52096
50,50,10,1,2,80,1,2,50,52097
50,50,10,1,2,80,1,2,250,52098
50,50,10,1,2,80,1,2,1250,52099
50,50,10,1,2,80,1,2,3500,52100
50,50,10,1,2,80,1,3,50,52101
50,50,10,1,2,80,1,3,250,52102
50,50,10,1,2,80,1,3,1250,52103
50,50,10,1,2,80,1,3,3500,52104
50,50,10,1,2,80,2,1,50,52105
50,50,10,1,2,80,2,1,250,52106
50,50,10,1,2,80,2,1,1250,52107
50,50,10,1,2,80,2,1,3500,52108
50,50,10,1,2,80,2,2,50,52109
50,50,10,1,2,80,2,2,250,52110
50,50,10,1,2,80,2,2,1250,52111
50,50,10,1,2,80,2,2,3500,52112
50,50,10,1,2,80,2,3,50,52113
50,50,10,1,2,80,2,3,250,52114
50,50,10,1,2,80,2,3,1250,52115
50,50,10,1,2,80,2,3,3500,52116
50,50,10,1,2,80,3,1,50,52117
50,50,10,1,2,80,3,1,250,52118
50,50,10,1,2,80,3,1,1250,52119
50,50,10,1,2,80,3,1,3500,52120
50,50,10,1,2,80,3,2,50,52121
50,50,10,1,2,80,3,2,250,52122
50,50,10,1,2,80,3,2,1250,52123
50,50,10,1,2,80,3,2,3500,52124
50,50,10,1,2,80,3,3,50,52125
50,50,10,1,2,80,3,3,250,52126
50,50,10,1,2,80,3,3,1250,52127
50,50,10,1,2,80,3,3,3500,52128
50,50,10,1,3,10,1,1,50,52129
50,50,10,1,3,10,1,1,250,52130
50,50,10,1,3,10,1,1,1250,52131
50,50,10,1,3,10,1,1,3500,52132
50,50,10,1,3,10,1,2,50,52133
50,50,10,1,3,10,1,2,250,52134
50,50,10,1,3,10,1,2,1250,52135
50,50,10,1,3,10,1,2,3500,52136
50,50,10,1,3,10,1,3,50,52137
50,50,10,1,3,10,1,3,250,52138
50,50,10,1,3,10,1,3,1250,52139
50,50,10,1,3,10,1,3,3500,52140
50,50,10,1,3,10,2,1,50,52141
50,50,10,1,3,10,2,1,250,52142
50,50,10,1,3,10,2,1,1250,52143
50,50,10,1,3,10,2,1,3500,52144
50,50,10,1,3,10,2,2,50,52145
50,50,10,1,3,10,2,2,250,52146
50,50,10,1,3,10,2,2,1250,52147
50,50,10,1,3,10,2,2,3500,52148
50,50,10,1,3,10,2,3,50,52149
50,50,10,1,3,10,2,3,250,52150
50,50,10,1,3,10,2,3,1250,52151
50,50,10,1,3,10,2,3,3500,52152
50,50,10,1,3,10,3,1,50,52153
50,50,10,1,3,10,3,1,250,52154
50,50,10,1,3,10,3,1,1250,52155
50,50,10,1,3,10,3,1,3500,52156
50,50,10,1,3,10,3,2,50,52157
50,50,10,1,3,10,3,2,250,52158
50,50,10,1,3,10,3,2,1250,52159
50,50,10,1,3,10,3,2,3500,52160
50,50,10,1,3,10,3,3,50,52161
50,50,10,1,3,10,3,3,250,52162
50,50,10,1,3,10,3,3,1250,52163
50,50,10,1,3,10,3,3,3500,52164
50,50,10,1,3,30,1,1,50,52165
50,50,10,1,3,30,1,1,250,52166
50,50,10,1,3,30,1,1,1250,52167
50,50,10,1,3,30,1,1,3500,52168
50,50,10,1,3,30,1,2,50,52169
50,50,10,1,3,30,1,2,250,52170
50,50,10,1,3,30,1,2,1250,52171
50,50,10,1,3,30,1,2,3500,52172
50,50,10,1,3,30,1,3,50,52173
50,50,10,1,3,30,1,3,250,52174
50,50,10,1,3,30,1,3,1250,52175
50,50,10,1,3,30,1,3,3500,52176
50,50,10,1,3,30,2,1,50,52177
50,50,10,1,3,30,2,1,250,52178
50,50,10,1,3,30,2,1,1250,52179
50,50,10,1,3,30,2,1,3500,52180
50,50,10,1,3,30,2,2,50,52181
50,50,10,1,3,30,2,2,250,52182
50,50,10,1,3,30,2,2,1250,52183
50,50,10,1,3,30,2,2,3500,52184
50,50,10,1,3,30,2,3,50,52185
50,50,10,1,3,30,2,3,250,52186
50,50,10,1,3,30,2,3,1250,52187
50,50,10,1,3,30,2,3,3500,52188
50,50,10,1,3,30,3,1,50,52189
50,50,10,1,3,30,3,1,250,52190
50,50,10,1,3,30,3,1,1250,52191
50,50,10,1,3,30,3,1,3500,52192
50,50,10,1,3,30,3,2,50,52193
50,50,10,1,3,30,3,2,250,52194
50,50,10,1,3,30,3,2,1250,52195
50,50,10,1,3,30,3,2,3500,52196
50,50,10,1,3,30,3,3,50,52197
50,50,10,1,3,30,3,3,250,52198
50,50,10,1,3,30,3,3,1250,52199
50,50,10,1,3,30,3,3,3500,52200
50,50,10,1,3,50,1,1,50,52201
50,50,10,1,3,50,1,1,250,52202
50,50,10,1,3,50,1,1,1250,52203
50,50,10,1,3,50,1,1,3500,52204
50,50,10,1,3,50,1,2,50,52205
50,50,10,1,3,50,1,2,250,52206
50,50,10,1,3,50,1,2,1250,52207
50,50,10,1,3,50,1,2,3500,52208
50,50,10,1,3,50,1,3,50,52209
50,50,10,1,3,50,1,3,250,52210
50,50,10,1,3,50,1,3,1250,52211
50,50,10,1,3,50,1,3,3500,52212
50,50,10,1,3,50,2,1,50,52213
50,50,10,1,3,50,2,1,250,52214
50,50,10,1,3,50,2,1,1250,52215
50,50,10,1,3,50,2,1,3500,52216
50,50,10,1,3,50,2,2,50,52217
50,50,10,1,3,50,2,2,250,52218
50,50,10,1,3,50,2,2,1250,52219
50,50,10,1,3,50,2,2,3500,52220
50,50,10,1,3,50,2,3,50,52221
50,50,10,1,3,50,2,3,250,52222
50,50,10,1,3,50,2,3,1250,52223
50,50,10,1,3,50,2,3,3500,52224
50,50,10,1,3,50,3,1,50,52225
50,50,10,1,3,50,3,1,250,52226
50,50,10,1,3,50,3,1,1250,52227
50,50,10,1,3,50,3,1,3500,52228
50,50,10,1,3,50,3,2,50,52229
50,50,10,1,3,50,3,2,250,52230
50,50,10,1,3,50,3,2,1250,52231
50,50,10,1,3,50,3,2,3500,52232
50,50,10,1,3,50,3,3,50,52233
50,50,10,1,3,50,3,3,250,52234
50,50,10,1,3,50,3,3,1250,52235
50,50,10,1,3,50,3,3,3500,52236
50,50,10,1,3,80,1,1,50,52237
50,50,10,1,3,80,1,1,250,52238
50,50,10,1,3,80,1,1,1250,52239
50,50,10,1,3,80,1,1,3500,52240
50,50,10,1,3,80,1,2,50,52241
50,50,10,1,3,80,1,2,250,52242
50,50,10,1,3,80,1,2,1250,52243
50,50,10,1,3,80,1,2,3500,52244
50,50,10,1,3,80,1,3,50,52245
50,50,10,1,3,80,1,3,250,52246
50,50,10,1,3,80,1,3,1250,52247
50,50,10,1,3,80,1,3,3500,52248
50,50,10,1,3,80,2,1,50,52249
50,50,10,1,3,80,2,1,250,52250
50,50,10,1,3,80,2,1,1250,52251
50,50,10,1,3,80,2,1,3500,52252
50,50,10,1,3,80,2,2,50,52253
50,50,10,1,3,80,2,2,250,52254
50,50,10,1,3,80,2,2,1250,52255
50,50,10,1,3,80,2,2,3500,52256
50,50,10,1,3,80,2,3,50,52257
50,50,10,1,3,80,2,3,250,52258
50,50,10,1,3,80,2,3,1250,52259
50,50,10,1,3,80,2,3,3500,52260
50,50,10,1,3,80,3,1,50,52261
50,50,10,1,3,80,3,1,250,52262
50,50,10,1,3,80,3,1,1250,52263
50,50,10,1,3,80,3,1,3500,52264
50,50,10,1,3,80,3,2,50,52265
50,50,10,1,3,80,3,2,250,52266
50,50,10,1,3,80,3,2,1250,52267
50,50,10,1,3,80,3,2,3500,52268
50,50,10,1,3,80,3,3,50,52269
50,50,10,1,3,80,3,3,250,52270
50,50,10,1,3,80,3,3,1250,52271
50,50,10,1,3,80,3,3,3500,52272
50,50,10,2,1,10,1,1,50,52273
50,50,10,2,1,10,1,1,250,52274
50,50,10,2,1,10,1,1,1250,52275
50,50,10,2,1,10,1,1,3500,52276
50,50,10,2,1,10,1,2,50,52277
50,50,10,2,1,10,1,2,250,52278
50,50,10,2,1,10,1,2,1250,52279
50,50,10,2,1,10,1,2,3500,52280
50,50,10,2,1,10,1,3,50,52281
50,50,10,2,1,10,1,3,250,52282
50,50,10,2,1,10,1,3,1250,52283
50,50,10,2,1,10,1,3,3500,52284
50,50,10,2,1,10,2,1,50,52285
50,50,10,2,1,10,2,1,250,52286
50,50,10,2,1,10,2,1,1250,52287
50,50,10,2,1,10,2,1,3500,52288
50,50,10,2,1,10,2,2,50,52289
50,50,10,2,1,10,2,2,250,52290
50,50,10,2,1,10,2,2,1250,52291
50,50,10,2,1,10,2,2,3500,52292
50,50,10,2,1,10,2,3,50,52293
50,50,10,2,1,10,2,3,250,52294
50,50,10,2,1,10,2,3,1250,52295
50,50,10,2,1,10,2,3,3500,52296
50,50,10,2,1,10,3,1,50,52297
50,50,10,2,1,10,3,1,250,52298
50,50,10,2,1,10,3,1,1250,52299
50,50,10,2,1,10,3,1,3500,52300
50,50,10,2,1,10,3,2,50,52301
50,50,10,2,1,10,3,2,250,52302
50,50,10,2,1,10,3,2,1250,52303
50,50,10,2,1,10,3,2,3500,52304
50,50,10,2,1,10,3,3,50,52305
50,50,10,2,1,10,3,3,250,52306
50,50,10,2,1,10,3,3,1250,52307
50,50,10,2,1,10,3,3,3500,52308
50,50,10,2,1,30,1,1,50,52309
50,50,10,2,1,30,1,1,250,52310
50,50,10,2,1,30,1,1,1250,52311
50,50,10,2,1,30,1,1,3500,52312
50,50,10,2,1,30,1,2,50,52313
50,50,10,2,1,30,1,2,250,52314
50,50,10,2,1,30,1,2,1250,52315
50,50,10,2,1,30,1,2,3500,52316
50,50,10,2,1,30,1,3,50,52317
50,50,10,2,1,30,1,3,250,52318
50,50,10,2,1,30,1,3,1250,52319
50,50,10,2,1,30,1,3,3500,52320
50,50,10,2,1,30,2,1,50,52321
50,50,10,2,1,30,2,1,250,52322
50,50,10,2,1,30,2,1,1250,52323
50,50,10,2,1,30,2,1,3500,52324
50,50,10,2,1,30,2,2,50,52325
50,50,10,2,1,30,2,2,250,52326
50,50,10,2,1,30,2,2,1250,52327
50,50,10,2,1,30,2,2,3500,52328
50,50,10,2,1,30,2,3,50,52329
50,50,10,2,1,30,2,3,250,52330
50,50,10,2,1,30,2,3,1250,52331
50,50,10,2,1,30,2,3,3500,52332
50,50,10,2,1,30,3,1,50,52333
50,50,10,2,1,30,3,1,250,52334
50,50,10,2,1,30,3,1,1250,52335
50,50,10,2,1,30,3,1,3500,52336
50,50,10,2,1,30,3,2,50,52337
50,50,10,2,1,30,3,2,250,52338
50,50,10,2,1,30,3,2,1250,52339
50,50,10,2,1,30,3,2,3500,52340
50,50,10,2,1,30,3,3,50,52341
50,50,10,2,1,30,3,3,250,52342
50,50,10,2,1,30,3,3,1250,52343
50,50,10,2,1,30,3,3,3500,52344
50,50,10,2,1,50,1,1,50,52345
50,50,10,2,1,50,1,1,250,52346
50,50,10,2,1,50,1,1,1250,52347
50,50,10,2,1,50,1,1,3500,52348
50,50,10,2,1,50,1,2,50,52349
50,50,10,2,1,50,1,2,250,52350
50,50,10,2,1,50,1,2,1250,52351
50,50,10,2,1,50,1,2,3500,52352
50,50,10,2,1,50,1,3,50,52353
50,50,10,2,1,50,1,3,250,52354
50,50,10,2,1,50,1,3,1250,52355
50,50,10,2,1,50,1,3,3500,52356
50,50,10,2,1,50,2,1,50,52357
50,50,10,2,1,50,2,1,250,52358
50,50,10,2,1,50,2,1,1250,52359
50,50,10,2,1,50,2,1,3500,52360
50,50,10,2,1,50,2,2,50,52361
50,50,10,2,1,50,2,2,250,52362
50,50,10,2,1,50,2,2,1250,52363
50,50,10,2,1,50,2,2,3500,52364
50,50,10,2,1,50,2,3,50,52365
50,50,10,2,1,50,2,3,250,52366
50,50,10,2,1,50,2,3,1250,52367
50,50,10,2,1,50,2,3,3500,52368
50,50,10,2,1,50,3,1,50,52369
50,50,10,2,1,50,3,1,250,52370
50,50,10,2,1,50,3,1,1250,52371
50,50,10,2,1,50,3,1,3500,52372
50,50,10,2,1,50,3,2,50,52373
50,50,10,2,1,50,3,2,250,52374
50,50,10,2,1,50,3,2,1250,52375
50,50,10,2,1,50,3,2,3500,52376
50,50,10,2,1,50,3,3,50,52377
50,50,10,2,1,50,3,3,250,52378
50,50,10,2,1,50,3,3,1250,52379
50,50,10,2,1,50,3,3,3500,52380
50,50,10,2,1,80,1,1,50,52381
50,50,10,2,1,80,1,1,250,52382
50,50,10,2,1,80,1,1,1250,52383
50,50,10,2,1,80,1,1,3500,52384
50,50,10,2,1,80,1,2,50,52385
50,50,10,2,1,80,1,2,250,52386
50,50,10,2,1,80,1,2,1250,52387
50,50,10,2,1,80,1,2,3500,52388
50,50,10,2,1,80,1,3,50,52389
50,50,10,2,1,80,1,3,250,52390
50,50,10,2,1,80,1,3,1250,52391
50,50,10,2,1,80,1,3,3500,52392
50,50,10,2,1,80,2,1,50,52393
50,50,10,2,1,80,2,1,250,52394
50,50,10,2,1,80,2,1,1250,52395
50,50,10,2,1,80,2,1,3500,52396
50,50,10,2,1,80,2,2,50,52397
50,50,10,2,1,80,2,2,250,52398
50,50,10,2,1,80,2,2,1250,52399
50,50,10,2,1,80,2,2,3500,52400
50,50,10,2,1,80,2,3,50,52401
50,50,10,2,1,80,2,3,250,52402
50,50,10,2,1,80,2,3,1250,52403
50,50,10,2,1,80,2,3,3500,52404
50,50,10,2,1,80,3,1,50,52405
50,50,10,2,1,80,3,1,250,52406
50,50,10,2,1,80,3,1,1250,52407
50,50,10,2,1,80,3,1,3500,52408
50,50,10,2,1,80,3,2,50,52409
50,50,10,2,1,80,3,2,250,52410
50,50,10,2,1,80,3,2,1250,52411
50,50,10,2,1,80,3,2,3500,52412
50,50,10,2,1,80,3,3,50,52413
50,50,10,2,1,80,3,3,250,52414
50,50,10,2,1,80,3,3,1250,52415
50,50,10,2,1,80,3,3,3500,52416
50,50,10,2,2,10,1,1,50,52417
50,50,10,2,2,10,1,1,250,52418
50,50,10,2,2,10,1,1,1250,52419
50,50,10,2,2,10,1,1,3500,52420
50,50,10,2,2,10,1,2,50,52421
50,50,10,2,2,10,1,2,250,52422
50,50,10,2,2,10,1,2,1250,52423
50,50,10,2,2,10,1,2,3500,52424
50,50,10,2,2,10,1,3,50,52425
50,50,10,2,2,10,1,3,250,52426
50,50,10,2,2,10,1,3,1250,52427
50,50,10,2,2,10,1,3,3500,52428
50,50,10,2,2,10,2,1,50,52429
50,50,10,2,2,10,2,1,250,52430
50,50,10,2,2,10,2,1,1250,52431
50,50,10,2,2,10,2,1,3500,52432
50,50,10,2,2,10,2,2,50,52433
50,50,10,2,2,10,2,2,250,52434
50,50,10,2,2,10,2,2,1250,52435
50,50,10,2,2,10,2,2,3500,52436
50,50,10,2,2,10,2,3,50,52437
50,50,10,2,2,10,2,3,250,52438
50,50,10,2,2,10,2,3,1250,52439
50,50,10,2,2,10,2,3,3500,52440
50,50,10,2,2,10,3,1,50,52441
50,50,10,2,2,10,3,1,250,52442
50,50,10,2,2,10,3,1,1250,52443
50,50,10,2,2,10,3,1,3500,52444
50,50,10,2,2,10,3,2,50,52445
50,50,10,2,2,10,3,2,250,52446
50,50,10,2,2,10,3,2,1250,52447
50,50,10,2,2,10,3,2,3500,52448
50,50,10,2,2,10,3,3,50,52449
50,50,10,2,2,10,3,3,250,52450
50,50,10,2,2,10,3,3,1250,52451
50,50,10,2,2,10,3,3,3500,52452
50,50,10,2,2,30,1,1,50,52453
50,50,10,2,2,30,1,1,250,52454
50,50,10,2,2,30,1,1,1250,52455
50,50,10,2,2,30,1,1,3500,52456
50,50,10,2,2,30,1,2,50,52457
50,50,10,2,2,30,1,2,250,52458
50,50,10,2,2,30,1,2,1250,52459
50,50,10,2,2,30,1,2,3500,52460
50,50,10,2,2,30,1,3,50,52461
50,50,10,2,2,30,1,3,250,52462
50,50,10,2,2,30,1,3,1250,52463
50,50,10,2,2,30,1,3,3500,52464
50,50,10,2,2,30,2,1,50,52465
50,50,10,2,2,30,2,1,250,52466
50,50,10,2,2,30,2,1,1250,52467
50,50,10,2,2,30,2,1,3500,52468
50,50,10,2,2,30,2,2,50,52469
50,50,10,2,2,30,2,2,250,52470
50,50,10,2,2,30,2,2,1250,52471
50,50,10,2,2,30,2,2,3500,52472
50,50,10,2,2,30,2,3,50,52473
50,50,10,2,2,30,2,3,250,52474
50,50,10,2,2,30,2,3,1250,52475
50,50,10,2,2,30,2,3,3500,52476
50,50,10,2,2,30,3,1,50,52477
50,50,10,2,2,30,3,1,250,52478
50,50,10,2,2,30,3,1,1250,52479
50,50,10,2,2,30,3,1,3500,52480
50,50,10,2,2,30,3,2,50,52481
50,50,10,2,2,30,3,2,250,52482
50,50,10,2,2,30,3,2,1250,52483
50,50,10,2,2,30,3,2,3500,52484
50,50,10,2,2,30,3,3,50,52485
