W_A,C_A,SM_A,SM_F,SM_C,SN_A,SN_F,SN_C,C,AlternativeID
10,30,10,1,2,50,2,2,250,5418
10,30,10,1,2,50,2,2,1250,5419
10,30,10,1,2,50,2,2,3500,5420
10,30,10,1,2,50,2,3,50,5421
10,30,10,1,2,50,2,3,250,5422
10,30,10,1,2,50,2,3,1250,5423
10,30,10,1,2,50,2,3,3500,5424
10,30,10,1,2,50,3,1,50,5425
10,30,10,1,2,50,3,1,250,5426
10,30,10,1,2,50,3,1,1250,5427
10,30,10,1,2,50,3,1,3500,5428
10,30,10,1,2,50,3,2,50,5429
10,30,10,1,2,50,3,2,250,5430
10,30,10,1,2,50,3,2,1250,5431
10,30,10,1,2,50,3,2,3500,5432
10,30,10,1,2,50,3,3,50,5433
10,30,10,1,2,50,3,3,250,5434
10,30,10,1,2,50,3,3,1250,5435
10,30,10,1,2,50,3,3,3500,5436
10,30,10,1,2,80,1,1,50,5437
10,30,10,1,2,80,1,1,250,5438
10,30,10,1,2,80,1,1,1250,5439
10,30,10,1,2,80,1,1,3500,5440
10,30,10,1,2,80,1,2,50,5441
10,30,10,1,2,80,1,2,250,5442
10,30,10,1,2,80,1,2,1250,5443
10,30,10,1,2,80,1,2,3500,5444
10,30,10,1,2,80,1,3,50,5445
10,30,10,1,2,80,1,3,250,5446
10,30,10,1,2,80,1,3,1250,5447
10,30,10,1,2,80,1,3,3500,5448
10,30,10,1,2,80,2,1,50,5449
10,30,10,1,2,80,2,1,250,5450
10,30,10,1,2,80,2,1,1250,5451
10,30,10,1,2,80,2,1,3500,5452
10,30,10,1,2,80,2,2,50,5453
10,30,10,1,2,80,2,2,250,5454
10,30,10,1,2,80,2,2,1250,5455
10,30,10,1,2,80,2,2,3500,5456
10,30,10,1,2,80,2,3,50,5457
10,30,10,1,2,80,2,3,250,5458
10,30,10,1,2,80,2,3,1250,5459
10,30,10,1,2,80,2,3,3500,5460
10,30,10,1,2,80,3,1,50,5461
10,30,10,1,2,80,3,1,250,5462
10,30,10,1,2,80,3,1,1250,5463
10,30,10,1,2,80,3,1,3500,5464
10,30,10,1,2,80,3,2,50,5465
10,30,10,1,2,80,3,2,250,5466
10,30,10,1,2,80,3,2,1250,5467
10,30,10,1,2,80,3,2,3500,5468
10,30,10,1,2,80,3,3,50,5469
10,30,10,1,2,80,3,3,250,5470
10,30,10,1,2,80,3,3,1250,5471
10,30,10,1,2,80,3,3,3500,5472
10,30,10,1,3,10,1,1,50,5473
10,30,10,1,3,10,1,1,250,5474
10,30,10,1,3,10,1,1,1250,5475
10,30,10,1,3,10,1,1,3500,5476
10,30,10,1,3,10,1,2,50,5477
10,30,10,1,3,10,1,2,250,5478
10,30,10,1,3,10,1,2,1250,5479
10,30,10,1,3,10,1,2,3500,5480
10,30,10,1,3,10,1,3,50,5481
10,30,10,1,3,10,1,3,250,5482
10,30,10,1,3,10,1,3,1250,5483
10,30,10,1,3,10,1,3,3500,5484
10,30,10,1,3,10,2,1,50,5485
10,30,10,1,3,10,2,1,250,5486
10,30,10,1,3,10,2,1,1250,5487
10,30,10,1,3,10,2,1,3500,5488
10,30,10,1,3,10,2,2,50,5489
10,30,10,1,3,10,2,2,250,5490
10,30,10,1,3,10,2,2,1250,5491
10,30,10,1,3,10,2,2,3500,5492
10,30,10,1,3,10,2,3,50,5493
10,30,10,1,3,10,2,3,250,5494
10,30,10,1,3,10,2,3,1250,5495
10,30,10,1,3,10,2,3,3500,5496
10,30,10,1,3,10,3,1,50,5497
10,30,10,1,3,10,3,1,250,5498
10,30,10,1,3,10,3,1,1250,5499
10,30,10,1,3,10,3,1,3500,5500
10,30,10,1,3,10,3,2,50,5501
10,30,10,1,3,10,3,2,250,5502
10,30,10,1,3,10,3,2,1250,5503
10,30,10,1,3,10,3,2,3500,5504
10,30,10,1,3,10,3,3,50,5505
10,30,10,1,3,10,3,3,250,5506
10,30,10,1,3,10,3,3,1250,5507
10,30,10,1,3,10,3,3,3500,5508
10,30,10,1,3,30,1,1,50,5509
10,30,10,1,3,30,1,1,250,5510
10,30,10,1,3,30,1,1,1250,5511
10,30,10,1,3,30,1,1,3500,5512
10,30,10,1,3,30,1,2,50,5513
10,30,10,1,3,30,1,2,250,5514
10,30,10,1,3,30,1,2,1250,5515
10,30,10,1,3,30,1,2,3500,5516
10,30,10,1,3,30,1,3,50,5517
10,30,10,1,3,30,1,3,250,5518
10,30,10,1,3,30,1,3,1250,5519
10,30,10,1,3,30,1,3,3500,5520
10,30,10,1,3,30,2,1,50,5521
10,30,10,1,3,30,2,1,250,5522
10,30,10,1,3,30,2,1,1250,5523
10,30,10,1,3,30,2,1,3500,5524
10,30,10,1,3,30,2,2,50,5525
10,30,10,1,3,30,2,2,250,5526
10,30,10,1,3,30,2,2,1250,5527
10,30,10,1,3,30,2,2,3500,5528
10,30,10,1,3,30,2,3,50,5529
10,30,10,1,3,30,2,3,250,5530
10,30,10,1,3,30,2,3,1250,5531
10,30,10,1,3,30,2,3,3500,5532
10,30,10,1,3,30,3,1,50,5533
10,30,10,1,3,30,3,1,250,5534
10,30,10,1,3,30,3,1,1250,5535
10,30,10,1,3,30,3,1,3500,5536
10,30,10,1,3,30,3,2,50,5537
10,30,10,1,3,30,3,2,250,5538
10,30,10,1,3,30,3,2,1250,5539
10,30,10,1,3,30,3,2,3500,5540
10,30,10,1,3,30,3,3,50,5541
10,30,10,1,3,30,3,3,250,5542
10,30,10,1,3,30,3,3,1250,5543
10,30,10,1,3,30,3,3,3500,5544
10,30,10,1,3,50,1,1,50,5545
10,30,10,1,3,50,1,1,250,5546
10,30,10,1,3,50,1,1,1250,5547
10,30,10,1,3,50,1,1,3500,5548
10,30,10,1,3,50,1,2,50,5549
10,30,10,1,3,50,1,2,250,5550
10,30,10,1,3,50,1,2,1250,5551
10,30,10,1,3,50,1,2,3500,5552
10,30,10,1,3,50,1,3,50,5553
10,30,10,1,3,50,1,3,250,5554
10,30,10,1,3,50,1,3,1250,5555
10,30,10,1,3,50,1,3,3500,5556
10,30,10,1,3,50,2,1,50,5557
10,30,10,1,3,50,2,1,250,5558
10,30,10,1,3,50,2,1,1250,5559
10,30,10,1,3,50,2,1,3500,5560
10,30,10,1,3,50,2,2,50,5561
10,30,10,1,3,50,2,2,250,5562
10,30,10,1,3,50,2,2,1250,5563
10,30,10,1,3,50,2,2,3500,5564
10,30,10,1,3,50,2,3,50,5565
10,30,10,1,3,50,2,3,250,5566
10,30,10,1,3,50,2,3,1250,5567
10,30,10,1,3,50,2,3,3500,5568
10,30,10,1,3,50,3,1,50,5569
10,30,10,1,3,50,3,1,250,5570
10,30,10,1,3,50,3,1,1250,5571
10,30,10,1,3,50,3,1,3500,5572
10,30,10,1,3,50,3,2,50,5573
10,30,10,1,3,50,3,2,250,5574
10,30,10,1,3,50,3,2,1250,5575
10,30,10,1,3,50,3,2,3500,5576
10,30,10,1,3,50,3,3,50,5577
10,30,10,1,3,50,3,3,250,5578
10,30,10,1,3,50,3,3,1250,5579
10,30,10,1,3,50,3,3,3500,5580
10,30,10,1,3,80,1,1,50,5581
10,30,10,1,3,80,1,1,250,5582
10,30,10,1,3,80,1,1,1250,5583
10,30,10,1,3,80,1,1,3500,5584
10,30,10,1,3,80,1,2,50,5585
10,30,10,1,3,80,1,2,250,5586
10,30,10,1,3,80,1,2,1250,5587
10,30,10,1,3,80,1,2,3500,5588
10,30,10,1,3,80,1,3,50,5589
10,30,10,1,3,80,1,3,250,5590
10,30,10,1,3,80,1,3,1250,5591
10,30,10,1,3,80,1,3,3500,5592
10,30,10,1,3,80,2,1,50,5593
10,30,10,1,3,80,2,1,250,5594
10,30,10,1,3,80,2,1,1250,5595
10,30,10,1,3,80,2,1,3500,5596
10,30,10,1,3,80,2,2,50,5597
10,30,10,1,3,80,2,2,250,5598
10,30,10,1,3,80,2,2,1250,5599
10,30,10,1,3,80,2,2,3500,5600
10,30,10,1,3,80,2,3,50,5601
10,30,10,1,3,80,2,3,250,5602
10,30,10,1,3,80,2,3,1250,5603
10,30,10,1,3,80,2,3,3500,5604
10,30,10,1,3,80,3,1,50,5605
10,30,10,1,3,80,3,1,250,5606
10,30,10,1,3,80,3,1,1250,5607
10,30,10,1,3,80,3,1,3500,5608
10,30,10,1,3,80,3,2,50,5609
10,30,10,1,3,80,3,2,250,5610
10,30,10,1,3,80,3,2,1250,5611
10,30,10,1,3,80,3,2,3500,5612
10,30,10,1,3,80,3,3,50,5613
10,30,10,1,3,80,3,3,250,5614
10,30,10,1,3,80,3,3,1250,5615
10,30,10,1,3,80,3,3,3500,5616
10,30,10,2,1,10,1,1,50,5617
10,30,10,2,1,10,1,1,250,5618
10,30,10,2,1,10,1,1,1250,5619
10,30,10,2,1,10,1,1,3500,5620
10,30,10,2,1,10,1,2,50,5621
10,30,10,2,1,10,1,2,250,5622
10,30,10,2,1,10,1,2,1250,5623
10,30,10,2,1,10,1,2,3500,5624
10,30,10,2,1,10,1,3,50,5625
10,30,10,2,1,10,1,3,250,5626
10,30,10,2,1,10,1,3,1250,5627
10,30,10,2,1,10,1,3,3500,5628
10,30,10,2,1,10,2,1,50,5629
10,30,10,2,1,10,2,1,250,5630
10,30,10,2,1,10,2,1,1250,5631
10,30,10,2,1,10,2,1,3500,5632
10,30,10,2,1,10,2,2,50,5633
10,30,10,2,1,10,2,2,250,5634
10,30,10,2,1,10,2,2,1250,5635
10,30,10,2,1,10,2,2,3500,5636
10,30,10,2,1,10,2,3,50,5637
10,30,10,2,1,10,2,3,250,5638
10,30,10,2,1,10,2,3,1250,5639
10,30,10,2,1,10,2,3,3500,5640
10,30,10,2,1,10,3,1,50,5641
10,30,10,2,1,10,3,1,250,5642
10,30,10,2,1,10,3,1,1250,5643
10,30,10,2,1,10,3,1,3500,5644
10,30,10,2,1,10,3,2,50,5645
10,30,10,2,1,10,3,2,250,5646
10,30,10,2,1,10,3,2,1250,5647
10,30,10,2,1,10,3,2,3500,5648
10,30,10,2,1,10,3,3,50,5649
10,30,10,2,1,10,3,3,250,5650
10,30,10,2,1,10,3,3,1250,5651
10,30,10,2,1,10,3,3,3500,5652
10,30,10,2,1,30,1,1,50,5653
10,30,10,2,1,30,1,1,250,5654
10,30,10,2,1,30,1,1,1250,5655
10,30,10,2,1,30,1,1,3500,5656
10,30,10,2,1,30,1,2,50,5657
10,30,10,2,1,30,1,2,250,5658
10,30,10,2,1,30,1,2,1250,5659
10,30,10,2,1,30,1,2,3500,5660
10,30,10,2,1,30,1,3,50,5661
10,30,10,2,1,30,1,3,250,5662
10,30,10,2,1,30,1,3,1250,5663
10,30,10,2,1,30,1,3,3500,5664
10,30,10,2,1,30,2,1,50,5665
10,30,10,2,1,30,2,1,250,5666
10,30,10,2,1,30,2,1,1250,5667
10,30,10,2,1,30,2,1,3500,5668
10,30,10,2,1,30,2,2,50,5669
10,30,10,2,1,30,2,2,250,5670
10,30,10,2,1,30,2,2,1250,5671
10,30,10,2,1,30,2,2,3500,5672
10,30,10,2,1,30,2,3,50,5673
10,30,10,2,1,30,2,3,250,5674
10,30,10,2,1,30,2,3,1250,5675
10,30,10,2,1,30,2,3,3500,5676
10,30,10,2,1,30,3,1,50,5677
10,30,10,2,1,30,3,1,250,5678
10,30,10,2,1,30,3,1,1250,5679
10,30,10,2,1,30,3,1,3500,5680
10,30,10,2,1,30,3,2,50,5681
10,30,10,2,1,30,3,2,250,5682
10,30,10,2,1,30,3,2,1250,5683
10,30,10,2,1,30,3,2,3500,5684
10,30,10,2,1,30,3,3,50,5685
10,30,10,2,1,30,3,3,250,5686
10,30,10,2,1,30,3,3,1250,5687
10,30,10,2,1,30,3,3,3500,5688
10,30,10,2,1,50,1,1,50,5689
10,30,10,2,1,50,1,1,250,5690
10,30,10,2,1,50,1,1,1250,5691
10,30,10,2,1,50,1,1,3500,5692
10,30,10,2,1,50,1,2,50,5693
10,30,10,2,1,50,1,2,250,5694
10,30,10,2,1,50,1,2,1250,5695
10,30,10,2,1,50,1,2,3500,5696
10,30,10,2,1,50,1,3,50,5697
10,30,10,2,1,50,1,3,250,5698
10,30,10,2,1,50,1,3,1250,5699
10,30,10,2,1,50,1,3,3500,5700
10,30,10,2,1,50,2,1,50,5701
10,30,10,2,1,50,2,1,250,5702
10,30,10,2,1,50,2,1,1250,5703
10,30,10,2,1,50,2,1,3500,5704
10,30,10,2,1,50,2,2,50,5705
10,30,10,2,1,50,2,2,250,5706
10,30,10,2,1,50,2,2,1250,5707
10,30,10,2,1,50,2,2,3500,5708
10,30,10,2,1,50,2,3,50,5709
10,30,10,2,1,50,2,3,250,5710
10,30,10,2,1,50,2,3,1250,5711
10,30,10,2,1,50,2,3,3500,5712
10,30,10,2,1,50,3,1,50,5713
10,30,10,2,1,50,3,1,250,5714
10,30,10,2,1,50,3,1,1250,5715
10,30,10,2,1,50,3,1,3500,5716
10,30,10,2,1,50,3,2,50,5717
10,30,10,2,1,50,3,2,250,5718
10,30,10,2,1,50,3,2,1250,5719
10,30,10,2,1,50,3,2,3500,5720
10,30,10,2,1,50,3,3,50,5721
10,30,10,2,1,50,3,3,250,5722
10,30,10,2,1,50,3,3,1250,5723
10,30,10,2,1,50,3,3,3500,5724
10,30,10,2,1,80,1,1,50,5725
10,30,10,2,1,80,1,1,250,5726
10,30,10,2,1,80,1,1,1250,5727
10,30,10,2,1,80,1,1,3500,5728
10,30,10,2,1,80,1,2,50,5729
10,30,10,2,1,80,1,2,250,5730
10,30,10,2,1,80,1,2,1250,5731
10,30,10,2,1,80,1,2,3500,5732
10,30,10,2,1,80,1,3,50,5733
10,30,10,2,1,80,1,3,250,5734
10,30,10,2,1,80,1,3,1250,5735
10,30,10,2,1,80,1,3,3500,5736
10,30,10,2,1,80,2,1,50,5737
10,30,10,2,1,80,2,1,250,5738
10,30,10,2,1,80,2,1,1250,5739
10,30,10,2,1,80,2,1,3500,5740
10,30,10,2,1,80,2,2,50,5741
10,30,10,2,1,80,2,2,250,5742
10,30,10,2,1,80,2,2,1250,5743
10,30,10,2,1,80,2,2,3500,5744
10,30,10,2,1,80,2,3,50,5745
10,30,10,2,1,80,2,3,250,5746
10,30,10,2,1,80,2,3,1250,5747
10,30,10,2,1,80,2,3,3500,5748
10,30,10,2,1,80,3,1,50,5749
10,30,10,2,1,80,3,1,250,5750
10,30,10,2,1,80,3,1,1250,5751
10,30,10,2,1,80,3,1,3500,5752
10,30,10,2,1,80,3,2,50,5753
10,30,10,2,1,80,3,2,250,5754
10,30,10,2,1,80,3,2,1250,5755
10,30,10,2,1,80,3,2,3500,5756
10,30,10,2,1,80,3,3,50,5757
10,30,10,2,1,80,3,3,250,5758
10,30,10,2,1,80,3,3,1250,5759
10,30,10,2,1,80,3,3,3500,5760
10,30,10,2,2,10,1,1,50,5761
10,30,10,2,2,10,1,1,250,5762
10,30,10,2,2,10,1,1,1250,5763
10,30,10,2,2,10,1,1,3500,5764
10,30,10,2,2,10,1,2,50,5765
10,30,10,2,2,10,1,2,250,5766
10,30,10,2,2,10,1,2,1250,5767
10,30,10,2,2,10,1,2,3500,5768
10,30,10,2,2,10,1,3,50,5769
10,30,10,2,2,10,1,3,250,5770
10,30,10,2,2,10,1,3,1250,5771
10,30,10,2,2,10,1,3,3500,5772
10,30,10,2,2,10,2,1,50,5773
10,30,10,2,2,10,2,1,250,5774
10,30,10,2,2,10,2,1,1250,5775
10,30,10,2,2,10,2,1,3500,5776
10,30,10,2,2,10,2,2,50,5777
10,30,10,2,2,10,2,2,250,5778
10,30,10,2,2,10,2,2,1250,5779
10,30,10,2,2,10,2,2,3500,5780
10,30,10,2,2,10,2,3,50,5781
10,30,10,2,2,10,2,3,250,5782
10,30,10,2,2,10,2,3,1250,5783
10,30,10,2,2,10,2,3,3500,5784
10,30,10,2,2,10,3,1,50,5785
10,30,10,2,2,10,3,1,250,5786
10,30,10,2,2,10,3,1,1250,5787
10,30,10,2,2,10,3,1,3500,5788
10,30,10,2,2,10,3,2,50,5789
10,30,10,2,2,10,3,2,250,5790
10,30,10,2,2,10,3,2,1250,5791
10,30,10,2,2,10,3,2,3500,5792
10,30,10,2,2,10,3,3,50,5793
10,30,10,2,2,10,3,3,250,5794
10,30,10,2,2,10,3,3,1250,5795
10,30,10,2,2,10,3,3,3500,5796
10,30,10,2,2,30,1,1,50,5797
10,30,10,2,2,30,1,1,250,5798
10,30,10,2,2,30,1,1,1250,5799
10,30,10,2,2,30,1,1,3500,5800
10,30,10,2,2,30,1,2,50,5801
10,30,10,2,2,30,1,2,250,5802
10,30,10,2,2,30,1,2,1250,5803
10,30,10,2,2,30,1,2,3500,5804
10,30,10,2,2,30,1,3,50,5805
10,30,10,2,2,30,1,3,250,5806
10,30,10,2,2,30,1,3,1250,5807
10,30,10,2,2,30,1,3,3500,5808
10,30,10,2,2,30,2,1,50,5809
10,30,10,2,2,30,2,1,250,5810
10,30,10,2,2,30,2,1,1250,5811
10,30,10,2,2,30,2,1,3500,5812
10,30,10,2,2,30,2,2,50,5813
10,30,10,2,2,30,2,2,250,5814
10,30,10,2,2,30,2,2,1250,5815
10,30,10,2,2,30,2,2,3500,5816
10,30,10,2,2,30,2,3,50,5817
10,30,10,2,2,30,2,3,250,5818
10,30,10,2,2,30,2,3,1250,5819
10,30,10,2,2,30,2,3,3500,5820
10,30,10,2,2,30,3,1,50,5821
10,30,10,2,2,30,3,1,250,5822
10,30,10,2,2,30,3,1,1250,5823
10,30,10,2,2,30,3,1,3500,5824
10,30,10,2,2,30,3,2,50,5825
10,30,10,2,2,30,3,2,250,5826
10,30,10,2,2,30,3,2,1250,5827
10,30,10,2,2,30,3,2,3500,5828
10,30,10,2,2,30,3,3,50,5829
10,30,10,2,2,30,3,3,250,5830
10,30,10,2,2,30,3,3,1250,5831
10,30,10,2,2,30,3,3,3500,5832
10,30,10,2,2,50,1,1,50,5833
10,30,10,2,2,50,1,1,250,5834
10,30,10,2,2,50,1,1,1250,5835
10,30,10,2,2,50,1,1,3500,5836
10,30,10,2,2,50,1,2,50,5837
10,30,10,2,2,50,1,2,250,5838
10,30,10,2,2,50,1,2,1250,5839
10,30,10,2,2,50,1,2,3500,5840
10,30,10,2,2,50,1,3,50,5841
10,30,10,2,2,50,1,3,250,5842
10,30,10,2,2,50,1,3,1250,5843
10,30,10,2,2,50,1,3,3500,5844
10,30,10,2,2,50,2,1,50,5845
10,30,10,2,2,50,2,1,250,5846
10,30,10,2,2,50,2,1,1250,5847
10,30,10,2,2,50,2,1,3500,5848
10,30,10,2,2,50,2,2,50,5849
10,30,10,2,2,50,2,2,250,5850
10,30,10,2,2,50,2,2,1250,5851
10,30,10,2,2,50,2,2,3500,5852
10,30,10,2,2,50,2,3,50,5853
10,30,10,2,2,50,2,3,250,5854
10,30,10,2,2,50,2,3,1250,5855
10,30,10,2,2,50,2,3,3500,5856
10,30,10,2,2,50,3,1,50,5857
10,30,10,2,2,50,3,1,250,5858
10,30,10,2,2,50,3,1,1250,5859
10,30,10,2,2,50,3,1,3500,5860
10,30,10,2,2,50,3,2,50,5861
10,30,10,2,2,50,3,2,250,5862
10,30,10,2,2,50,3,2,1250,5863
10,30,10,2,2,50,3,2,3500,5864
10,30,10,2,2,50,3,3,50,5865
10,30,10,2,2,50,3,3,250,5866
10,30,10,2,2,50,3,3,1250,5867
10,30,10,2,2,50,3,3,3500,5868
10,30,10,2,2,80,1,1,50,5869
10,30,10,2,2,80,1,1,250,5870
10,30,10,2,2,80,1,1,1250,5871
10,30,10,2,2,80,1,1,3500,5872
10,30,10,2,2,80,1,2,50,5873
10,30,10,2,2,80,1,2,250,5874
10,30,10,2,2,80,1,2,1250,5875
10,30,10,2,2,80,1,2,3500,5876
10,30,10,2,2,80,1,3,50,5877
10,30,10,2,2,80,1,3,250,5878
10,30,10,2,2,80,1,3,1250,5879
10,30,10,2,2,80,1,3,3500,5880
10,30,10,2,2,80,2,1,50,5881
10,30,10,2,2,80,2,1,250,5882
10,30,10,2,2,80,2,1,1250,5883
10,30,10,2,2,80,2,1,3500,5884
10,30,10,2,2,80,2,2,50,5885
10,30,10,2,2,80,2,2,250,5886
10,30,10,2,2,80,2,2,1250,5887
10,30,10,2,2,80,2,2,3500,5888
10,30,10,2,2,80,2,3,50,5889
10,30,10,2,2,80,2,3,250,5890
10,30,10,2,2,80,2,3,1250,5891
10,30,10,2,2,80,2,3,3500,5892
10,30,10,2,2,80,3,1,50,5893
10,30,10,2,2,80,3,1,250,5894
10,30,10,2,2,80,3,1,1250,5895
10,30,10,2,2,80,3,1,3500,5896
10,30,10,2,2,80,3,2,50,5897
10,30,10,2,2,80,3,2,250,5898
10,30,10,2,2,80,3,2,1250,5899
10,30,10,2,2,80,3,2,3500,5900
10,30,10,2,2,80,3,3,50,5901
10,30,10,2,2,80,3,3,250,5902
10,30,10,2,2,80,3,3,1250,5903
10,30,10,2,2,80,3,3,3500,5904
10,30,10,2,3,10,1,1,50,5905
10,30,10,2,3,10,1,1,250,5906
10,30,10,2,3,10,1,1,1250,5907
10,30,10,2,3,10,1,1,3500,5908
10,30,10,2,3,10,1,2,50,5909
10,30,10,2,3,10,1,2,250,5910
10,30,10,2,3,10,1,2,1250,5911
10,30,10,2,3,10,1,2,3500,5912
10,30,10,2,3,10,1,3,50,5913
10,30,10,2,3,10,1,3,250,5914
10,30,10,2,3,10,1,3,1250,5915
10,30,10,2,3,10,1,3,3500,5916
10,30,10,2,3,10,2,1,50,5917
10,30,10,2,3,10,2,1,250,5918
10,30,10,2,3,10,2,1,1250,5919
10,30,10,2,3,10,2,1,3500,5920
10,30,10,2,3,10,2,2,50,5921
10,30,10,2,3,10,2,2,250,5922
10,30,10,2,3,10,2,2,1250,5923
10,30,10,2,3,10,2,2,3500,5924
10,30,10,2,3,10,2,3,50,5925
10,30,10,2,3,10,2,3,250,5926
10,30,10,2,3,10,2,3,1250,5927
10,30,10,2,3,10,2,3,3500,5928
10,30,10,2,3,10,3,1,50,5929
10,30,10,2,3,10,3,1,250,5930
10,30,10,2,3,10,3,1,1250,5931
10,30,10,2,3,10,3,1,3500,5932
10,30,10,2,3,10,3,2,50,5933
10,30,10,2,3,10,3,2,250,5934
10,30,10,2,3,10,3,2,1250,5935
10,30,10,2,3,10,3,2,3500,5936
10,30,10,2,3,10,3,3,50,5937
10,30,10,2,3,10,3,3,250,5938
10,30,10,2,3,10,3,3,1250,5939
10,30,10,2,3,10,3,3,3500,5940
10,30,10,2,3,30,1,1,50,5941
10,30,10,2,3,30,1,1,250,5942
10,30,10,2,3,30,1,1,1250,5943
10,30,10,2,3,30,1,1,3500,5944
10,30,10,2,3,30,1,2,50,5945
10,30,10,2,3,30,1,2,250,5946
10,30,10,2,3,30,1,2,1250,5947
10,30,10,2,3,30,1,2,3500,5948
10,30,10,2,3,30,1,3,50,5949
10,30,10,2,3,30,1,3,250,5950
10,30,10,2,3,30,1,3,1250,5951
10,30,10,2,3,30,1,3,3500,5952
10,30,10,2,3,30,2,1,50,5953
10,30,10,2,3,30,2,1,250,5954
10,30,10,2,3,30,2,1,1250,5955
10,30,10,2,3,30,2,1,3500,5956
10,30,10,2,3,30,2,2,50,5957
10,30,10,2,3,30,2,2,250,5958
10,30,10,2,3,30,2,2,1250,5959
10,30,10,2,3,30,2,2,3500,5960
10,30,10,2,3,30,2,3,50,5961
10,30,10,2,3,30,2,3,250,5962
10,30,10,2,3,30,2,3,1250,5963
10,30,10,2,3,30,2,3,3500,5964
10,30,10,2,3,30,3,1,50,5965
10,30,10,2,3,30,3,1,250,5966
10,30,10,2,3,30,3,1,1250,5967
10,30,10,2,3,30,3,1,3500,5968
10,30,10,2,3,30,3,2,50,5969
10,30,10,2,3,30,3,2,250,5970
10,30,10,2,3,30,3,2,1250,5971
10,30,10,2,3,30,3,2,3500,5972
10,30,10,2,3,30,3,3,50,5973
10,30,10,2,3,30,3,3,250,5974
10,30,10,2,3,30,3,3,1250,5975
10,30,10,2,3,30,3,3,3500,5976
10,30,10,2,3,50,1,1,50,5977
10,30,10,2,3,50,1,1,250,5978
10,30,10,2,3,50,1,1,1250,5979
10,30,10,2,3,50,1,1,3500,5980
10,30,10,2,3,50,1,2,50,5981
10,30,10,2,3,50,1,2,250,5982
10,30,10,2,3,50,1,2,1250,5983
10,30,10,2,3,50,1,2,3500,5984
10,30,10,2,3,50,1,3,50,5985
10,30,10,2,3,50,1,3,250,5986
10,30,10,2,3,50,1,3,1250,5987
10,30,10,2,3,50,1,3,3500,5988
10,30,10,2,3,50,2,1,50,5989
10,30,10,2,3,50,2,1,250,5990
10,30,10,2,3,50,2,1,1250,5991
10,30,10,2,3,50,2,1,3500,5992
10,30,10,2,3,50,2,2,50,5993
10,30,10,2,3,50,2,2,250,5994
10,30,10,2,3,50,2,2,1250,5995
10,30,10,2,3,50,2,2,3500,5996
10,30,10,2,3,50,2,3,50,5997
10,30,10,2,3,50,2,3,250,5998
10,30,10,2,3,50,2,3,1250,5999
10,30,10,2,3,50,2,3,3500,6000
10,30,10,2,3,50,3,1,50,6001
10,30,10,2,3,50,3,1,250,6002
10,30,10,2,3,50,3,1,1250,6003
10,30,10,2,3,50,3,1,3500,6004
10,30,10,2,3,50,3,2,50,6005
10,30,10,2,3,50,3,2,250,6006
10,30,10,2,3,50,3,2,1250,6007
10,30,10,2,3,50,3,2,3500,6008
10,30,10,2,3,50,3,3,50,6009
10,30,10,2,3,50,3,3,250,6010
10,30,10,2,3,50,3,3,1250,6011
10,30,10,2,3,50,3,3,3500,6012
10,30,10,2,3,80,1,1,50,6013
10,30,10,2,3,80,1,1,250,6014
10,30,10,2,3,80,1,1,1250,6015
10,30,10,2,3,80,1,1,3500,6016
10,30,10,2,3,80,1,2,50,6017
10,30,10,2,3,80,1,2,250,6018
10,30,10,2,3,80,1,2,1250,6019
10,30,10,2,3,80,1,2,3500,6020
10,30,10,2,3,80,1,3,50,6021
10,30,10,2,3,80,1,3,250,6022
10,30,10,2,3,80,1,3,1250,6023
10,30,10,2,3,80,1,3,3500,6024
10,30,10,2,3,80,2,1,50,6025
10,30,10,2,3,80,2,1,250,6026
10,30,10,2,3,80,2,1,1250,6027
10,30,10,2,3,80,2,1,3500,6028
10,30,10,2,3,80,2,2,50,6029
10,30,10,2,3,80,2,2,250,6030
10,30,10,2,3,80,2,2,1250,6031
10,30,10,2,3,80,2,2,3500,6032
10,30,10,2,3,80,2,3,50,6033
10,30,10,2,3,80,2,3,250,6034
10,30,10,2,3,80,2,3,1250,6035
10,30,10,2,3,80,2,3,3500,6036
10,30,10,2,3,80,3,1,50,6037
10,30,10,2,3,80,3,1,250,6038
10,30,10,2,3,80,3,1,1250,6039
10,30,10,2,3,80,3,1,3500,6040
10,30,10,2,3,80,3,2,50,6041
10,30,10,2,3,80,3,2,250,6042
10,30,10,2,3,80,3,2,1250,6043
10,30,10,2,3,80,3,2,3500,6044
10,30,10,2,3,80,3,3,50,6045
10,30,10,2,3,80,3,3,250,6046
10,30,10,2,3,80,3,3,1250,6047
10,30,10,2,3,80,3,3,3500,6048
10,30,10,3,1,10,1,1,50,6049
10,30,10,3,1,10,1,1,250,6050
10,30,10,3,1,10,1,1,1250,6051
10,30,10,3,1,10,1,1,3500,6052
10,30,10,3,1,10,1,2,50,6053
10,30,10,3,1,10,1,2,250,6054
10,30,10,3,1,10,1,2,1250,6055
10,30,10,3,1,10,1,2,3500,6056
10,30,10,3,1,10,1,3,50,6057
10,30,10,3,1,10,1,3,250,6058
10,30,10,3,1,10,1,3,1250,6059
10,30,10,3,1,10,1,3,3500,6060
10,30,10,3,1,10,2,1,50,6061
10,30,10,3,1,10,2,1,250,6062
10,30,10,3,1,10,2,1,1250,6063
10,30,10,3,1,10,2,1,3500,6064
10,30,10,3,1,10,2,2,50,6065
10,30,10,3,1,10,2,2,250,6066
